col_item,lift,l1_dist,sparsity,mean_rel_delta,max_rel_delta,n_queries,segment
100974271034,0.026686100726495725,2.682052934529915,0.946276,0.04745732905982906,0.12827034363247863,234,Structural shift
AU3CB0258465,0.005098477435897436,10.558629372564102,1.0,0.007808217393162393,0.021025290427350428,234,Structural shift
BE0974271034,0.029538898601694914,2.4573591526271183,0.9352300889830508,0.044773768601694915,0.1316847756779661,236,Structural shift
BE0974293251,0.01278061826446281,30.080567217479338,0.9917355454545455,0.03095858987603306,0.0953401591322314,242,Structural shift
BE0974303357,0.030032498927038628,1.1255062375965665,0.9529941201716738,0.0457424352360515,0.13939597484978541,233,Structural shift
BMG375851091,0.045666215672514616,3.332023635672514,1.0,0.05401026590643276,0.15781343152046784,171,Structural shift
CA580135CD12,0.0033694596103896104,10.889183584199133,1.0,0.007514522900432901,0.02125956341991342,231,Structural shift
CH0198251305,0.015345738663366335,14.305364851485148,0.9804337772277227,0.02944155297029703,0.0902362300990099,202,Structural shift
DE0001102325,0.0001739871074380165,2.426058416528926,1.0,0.001059653305785124,0.0028186899173553723,121,Structural shift
DE0001102457,0.001423701171875,6.821516478242187,1.0,0.00303214796875,0.0088718943359375,256,Structural shift
DE0002635307,0.006770188847736626,14.687106172839506,0.994904962962963,0.019720555679012344,0.059553868765432096,243,Structural shift
DE0005552004,0.011114891652173912,18.10361681169565,0.9875776521739131,0.0254741097826087,0.06943212182608696,230,Structural shift
DE0005557508,0.012044967304347827,6.25044347826087,0.9784679304347826,0.021542940956521737,0.06144084939130435,230,Structural shift
DE0005933931,0.007961143536585365,50.82209268292683,0.9918699268292682,0.024326805772357726,0.06630456227642276,246,Structural shift
DE0005933949,0.0068641594915254235,10.43990593237288,0.9860774957627119,0.0174436881779661,0.050042997330508474,236,Structural shift
DE0005933956,0.007219580321100917,14.879327064220183,0.9807776513761468,0.022037670688073396,0.06354180779816514,218,Structural shift
DE0006047004,0.015064901316872428,34.602522908148146,0.9837350740740741,0.03264769971193416,0.09216528633744857,243,Structural shift
DE0006599905,0.007488949449152542,60.0316995763983,0.9812348855932204,0.024848158474576273,0.06517806788135592,236,Structural shift
DE0007100000,0.016851621023255815,31.545922257488375,0.9951273581395349,0.033400670790697674,0.09115370246511627,215,Structural shift
DE0007164600,0.008691863401639344,63.31651967213114,0.9916081270491803,0.02658195004098361,0.08623794586065574,244,Structural shift
DE0008404005,0.011094436754385964,114.02021580421052,0.9903926578947368,0.03082362557017544,0.08638729241228071,228,Structural shift
DE000A0DEN75,0.009358996219512195,21.019915488292682,1.0,0.01273488093495935,0.0410984469105691,246,Structural shift
DE000A0H0728,0.010751126791666668,5.2590611362083335,0.9886904875,0.01648033475,0.046061822875000005,240,Structural shift
DE000A0H08Q4,0.012169631394422311,25.884084462270916,0.9859609322709163,0.02428792860557769,0.07167478139442231,251,Structural shift
DE000A0H08R2,0.005649211674008811,6.958596819427313,0.9926578634361234,0.017780742202643172,0.05159624726872247,227,Structural shift
DE000BASF111,0.010482123983402489,34.50209735838175,0.9907133070539419,0.031097265933609956,0.08699380406639004,241,Structural shift
DE000BAY0017,0.009263394938271604,38.47282879683128,0.9907897407407408,0.0325089441563786,0.09422191222222222,243,Structural shift
ES00000121G2,0.0006726610762331839,3.4166467340358744,1.0,0.0013817818385650222,0.003988296502242152,223,Structural shift
ES0000012A89,0.0014182133333333334,7.825478049246032,1.0,0.0034346431349206352,0.009293022817460318,252,Structural shift
ES0000012F43,0.001248045828220859,7.995872021349693,1.0,0.003655655582822086,0.009259833496932515,163,Structural shift
ES0000012G00,0.002713285909090909,15.408853254545454,1.0,0.007112040454545454,0.020839535,44,Structural shift
ES0113900J37,0.03411218799065421,2.0000024610280374,0.9953271074766356,0.04306165714953271,0.13892809920560747,214,Structural shift
ES0144580Y14,0.007854327768595041,4.764404573099174,0.9704840909090908,0.02197283578512397,0.06245676921487603,242,Structural shift
ES0173516115,0.07858512415525114,6.706754520547945,0.9923896575342466,0.04210333260273973,0.1258702398173516,219,Structural shift
ES0178430E18,0.01889125601731602,3.0546516593939392,0.9866007142857143,0.03778877774891775,0.11976060922077922,231,Structural shift
EU000A1G0D39,0.00030726939130434785,1.5195127659130434,1.0,0.0007099994347826088,0.0020383261739130437,230,Structural shift
EU000A1U9985,0.00044918493775933605,1.0113704471369294,1.0,0.000476502489626556,0.0012760647302904565,241,Structural shift
FI0009000681,0.018515802995594716,2.404462408105727,0.992028537444934,0.034176843524229075,0.1149782403524229,227,Structural shift
FI0009003305,0.0074316053211009175,18.479689296376147,0.9849279311926605,0.02714665288990826,0.08326188981651376,218,Structural shift
FR0000120271,0.013744491862745099,21.273176418284315,0.9967320294117648,0.030818562647058824,0.09937125274509803,204,Structural shift
FR0000120578,0.008727646747967478,33.09274959349593,0.9907084878048781,0.018720775040650405,0.05450098703252032,246,Structural shift
FR0000120628,0.020710123679245282,12.261389874198112,0.992587608490566,0.03338089405660377,0.10737550764150942,212,Structural shift
FR0000121014,0.009324500450819673,249.69071672118852,0.9869242909836066,0.028425930655737706,0.07283510991803278,244,Structural shift
FR0000125007,0.013021196160714286,20.112864285714288,0.9857568169642857,0.028930100491071427,0.08718653357142857,224,Structural shift
FR0000125486,0.015030295573122531,56.31371225296442,0.9860719130434782,0.034581777470355735,0.10774840533596838,253,Structural shift
FR0000131104,0.020940618198198195,29.56776126126126,0.997426,0.038600260630630635,0.1157333545945946,222,Structural shift
FR0000131906,0.03069721693877551,23.61041697012245,0.9959183714285714,0.04646092285714286,0.13858822281632655,245,Structural shift
FR0000133308,0.01495095872246696,4.81773685753304,0.9842668502202643,0.022186626916299558,0.06911248246696035,227,Structural shift
FR0007054358,0.006223940044843049,12.812210463273543,0.9874012511210762,0.01963372739910314,0.06295808152466367,223,Structural shift
FR0010315770,0.006241678685258964,81.35635771605578,0.9927907490039841,0.020121717888446217,0.05192935254980079,251,Structural shift
FR0010510800,0.00010065329411764707,0.1577075294117647,0.9151261352941176,7.202041176470587e-05,0.00022135235294117647,170,Structural shift
FR0013176526,0.04389187194915254,22.80747881355932,0.9868845974576271,0.048207679661016946,0.137856765,236,Structural shift
FR0013480613,0.0019654853225806452,16.59721768129032,1.0,0.007128898387096774,0.022665854032258063,62,Structural shift
GB00B15KXV33,0.026059399872340426,2.7003698157021274,1.0,0.04015086217021277,0.12783894953191488,235,Structural shift
GB00B15KY989,0.005165730925110132,1.5089437416740088,1.0,0.011438600572687224,0.032492901894273125,227,Structural shift
GB00BH4HKS39,0.016375614859437754,0.8686096050200803,1.0,0.030890338232931726,0.09315666823293173,249,Structural shift
GR0114031561,0.001762421821862348,7.659892712550607,0.9456333684210526,0.0033709090283400808,0.012544977611336033,247,Structural shift
GR0118019679,0.0013967038785046729,7.901405278878505,0.9454829205607477,0.0035400544859813085,0.009349611121495327,214,Structural shift
GR0118020685,0.00027075549999999997,3.9636000000000005,0.9666667,0.0017157410000000002,0.0065850935,20,Structural shift
GR0124035693,0.002779984584980237,20.836669565217388,0.9608507826086956,0.008416131264822133,0.028825352252964426,253,Structural shift
GR0128016731,0.00130011453125,13.9777734375,0.99255953125,0.00592794421875,0.016479033125,64,Structural shift
GRC1441197B3,0.006495155258215962,32.55181044600939,0.9251062676056339,0.01847050530516432,0.05353580596244132,213,Structural shift
