exp_date,n_queries,n_assets,lift_mean,lift_median,l1_dist_mean,l1_dist_median,mean_rel_delta_mean,mean_rel_delta_median,sparsity_mean,sparsity_median,n_changed_mean,n_changed_median
2020-08-28,110717,514,0.013222265148531843,0.0033182,27.946540659783953,4.85495099,0.02311335832934418,0.01339725,0.9214002379941653,1.0,19.34940433718399,21.0
2021-11-23,111204,514,0.011738081163267508,0.002956015,24.019579267424643,3.7477069600000004,0.017496585627405487,0.010737715,0.9270448857954751,1.0,19.467941800654653,21.0
