metric,mean,median,std,min,max
annualized_prof@1,0.4471700299923311,-0.1456661576528434,1.8405927080649473,-0.9063133751548896,9.717401729896997
annualized_prof@10,0.8088858503688612,0.5630073069206569,1.3186387115127838,-0.3943114789172832,6.984452584820078
annualized_prof@100,0.4458066036248418,0.5163470846507241,0.4230759963285315,-0.2689703506119442,1.4474834051826455
annualized_prof@1000,0.20426370669695912,0.2656652955283366,0.2299055826780366,-0.1787319909891502,0.6650185418433289
annualized_prof@20,0.6498429650886319,0.6555110660887904,0.7176463730110403,-0.265187326066774,3.708113865797929
annualized_prof@5,0.980416967328088,0.4154689367119525,2.117974021266051,-0.4972336884195756,11.380415209347523
annualized_prof@50,0.5339557797841613,0.5707687939653681,0.45422052700688703,-0.1986742606367098,1.6939555970910634
monthly_prof@1,-0.014770529324666791,-0.0128584285003748,0.09583197608126721,-0.374070324484595,0.2152479334951726
monthly_prof@10,0.006204289453545328,0.0098268210114227,0.038790716482875714,-0.0876364895792572,0.0876695018012406
monthly_prof@100,0.007931310592108621,0.0177965084663982,0.027115573169688142,-0.0444341063050611,0.0552908659952361
monthly_prof@1000,0.004284493279996177,0.0107866059247241,0.015592448874955287,-0.0294042073270854,0.0276526110553793
monthly_prof@20,0.007805055346146113,0.0149909606317645,0.028036776011471927,-0.05732082858404,0.0536291848086579
monthly_prof@5,0.002635263334981428,-1.1934619149020624e-05,0.04973772474645687,-0.1109615304160207,0.1521569107744049
monthly_prof@50,0.008328153319226178,0.0152847873796203,0.026354984574197826,-0.0410660835443905,0.0476966290015447
ndcg@1,0.006946891106151357,0.0,0.022683706969980635,0.0,0.1432568550643538
ndcg@10,0.03222915906845427,0.0218283412419532,0.035492667934863636,0.0002276074130639,0.2218552185278374
ndcg@100,0.11193641269526464,0.1022262952653293,0.05349843805801735,0.0427318589957463,0.333880114156673
ndcg@1000,0.20770136523540475,0.2008624579713058,0.03092585736202997,0.1677787129779666,0.3661558449689918
ndcg@20,0.047897273863718635,0.0308362826188299,0.046013499116893924,0.0017895351592036,0.2494328023026724
ndcg@5,0.02021007506341265,0.0061767379980573,0.03238503806580728,0.0,0.2013651439655364
ndcg@50,0.07442327241449727,0.0578772445091296,0.051892810790221816,0.0180890118946804,0.2888230050338617
profitability@1,0.04539643353891542,-0.0755054987535106,0.587157943589213,-0.8500601260420126,2.263124721668873
profitability@10,0.16709388871425568,0.1379342611147729,0.27995875591506936,-0.292936685061463,1.1694928415919117
profitability@100,0.1125225110273119,0.1618689135615453,0.17075985740025676,-0.20001755710945,0.4628716052540863
profitability@1000,0.052603802636052674,0.0885662276991209,0.09669596943124066,-0.1378942748567857,0.2134065451190364
profitability@20,0.14796910707844524,0.1860442188847728,0.18621100324498344,-0.2030983166421621,0.6625199227994125
profitability@5,0.16868166148449332,0.1060743315866267,0.3843615781993118,-0.3375151225009717,1.842391350084377
profitability@50,0.12982301423522136,0.1628913745190487,0.1660556708094963,-0.1610835319640344,0.4225026045873118
volatility@1,0.8992133311309248,0.8907407277933513,0.3901742659775147,0.0355140306266192,1.7516336031743664
volatility@10,0.7627376996338464,0.7645047528538674,0.15422864009929563,0.4325713447585406,1.0916737030465602
volatility@100,0.5405351938926153,0.5174107097771629,0.10791928947937465,0.3811978337240175,0.7529233398906974
volatility@1000,0.2675929791022193,0.2503077020858153,0.06927237420116161,0.1958109856350014,0.411384681442738
volatility@20,0.7204595776827742,0.6844511669297194,0.13473503428413744,0.5099892127255299,1.0228352749231509
volatility@5,0.812761155145223,0.8530411772271543,0.2038193043375294,0.2625586871648541,1.2442601626311258
volatility@50,0.6230846897643388,0.59554682257345,0.12075384342356872,0.3851918562046107,0.8479619436022088
