metric,mean,median,std,min,max
annualized_prof@1,3.679259273042713,0.4414432669733904,10.262488212141472,-0.9109370620441468,44.0258740600283
annualized_prof@10,1.1424298842414917,0.7103808859710345,1.5096091857108938,-0.1594181284937866,5.981695367437999
annualized_prof@100,0.5891964834893266,0.7173877157619015,0.4521440822825943,-0.1249530614023506,1.5099226311007528
annualized_prof@1000,0.2589543790352177,0.2995526093090539,0.20898635333306476,-0.107006445326887,0.6137649115129611
annualized_prof@20,0.9259471917366013,0.8417300044746636,0.9621075878224751,-0.0242615707648156,3.8110148750822432
annualized_prof@5,1.5051571914312782,0.7086240803897139,2.406687410513987,-0.2293355499804409,9.160390490237187
annualized_prof@50,0.7288506770617617,0.766629430680505,0.6122859200353776,-0.1441636830707015,2.0043533571400176
cpu_energy_kwh,0.00040777336669869376,0.00042480754681055,4.510554844502642e-05,0.00023615247912,0.0004427627079921
energy_consumed_kwh,0.0023011054486351,0.00220807865453095,0.0005701710247236483,0.0015114377093514,0.0051714687128011
generalization_gap_r2,0.9097021120454287,0.8599581459006727,0.20873453010806442,0.6376859094839504,1.452316713889935
gpu_energy_kwh,0.0006149823583049468,0.00044901660921345,0.0006480574188342678,0.0004271114528,0.0039294631435677
monthly_prof@1,0.034810062026617926,0.0305091534762338,0.12195508440524748,-0.180264529984946,0.3674170755150105
monthly_prof@10,0.021969334924089288,0.0277634949752035,0.031570839054289854,-0.0496498097688844,0.0815615653878159
monthly_prof@100,0.019862315025559536,0.02420172200061585,0.02226374253453032,-0.0218997848827224,0.05762472226841
monthly_prof@1000,0.009946742118007192,0.0119604308504073,0.01204107033371282,-0.0144157956370413,0.0284878128395801
monthly_prof@20,0.02372751593008732,0.03260672361505085,0.027425390411680694,-0.0203956006816586,0.0786784532871476
monthly_prof@5,0.016938378479794763,0.0177565023778432,0.037718063415078926,-0.0797345845744218,0.0937610530436577
monthly_prof@50,0.022321171885434147,0.028916340046617348,0.02619671278432718,-0.0263860200649799,0.0597992758837808
ndcg@1,0.010186133206781968,0.0,0.021164821385543195,0.0,0.0868924889543443
ndcg@10,0.01783327207043517,0.0100160826043415,0.018292028519332402,0.0010357691924081,0.0768250406568976
ndcg@100,0.09031950917711426,0.0860825683326722,0.02319964743866849,0.0505087718833159,0.1434318286862058
ndcg@1000,0.18594023905519938,0.180232594610714,0.01627550013869563,0.167304350496273,0.2376088935861864
ndcg@20,0.029259723038099705,0.02099167164041895,0.019065116223009843,0.0073890211665361,0.0875318040802071
ndcg@5,0.01303567474051723,0.00371098130521305,0.017860862606732187,0.0001556125531916,0.0708247116835632
ndcg@50,0.05726441736844673,0.05684144672252935,0.02055038187436997,0.02745721790175,0.1130107629074573
predict_seconds,58.27443371875,61.3194855,8.517629159073985,34.085577,68.707497
profitability@1,0.5729600491112349,0.2,1.4333020437188555,-0.7005755366526589,5.675227314116883
profitability@10,0.25961575658647257,0.2421061500273984,0.27475991067614836,-0.127300459212412,0.973573876247206
profitability@100,0.18212344903626468,0.212256228496696,0.15688044114816746,-0.0924747766527175,0.4776766021054262
profitability@1000,0.08531889178642932,0.09733122538572775,0.08150256075105333,-0.0693728607458421,0.2194923984907134
profitability@20,0.2462667008289253,0.28855608900980123,0.22187573729196047,-0.0512439405904813,0.8021383301853285
profitability@5,0.27316424725627525,0.199885143303637,0.3658692296976435,-0.1966874474924407,1.2796421509045066
profitability@50,0.21443798300606975,0.2476932292744613,0.1905742682456216,-0.1054778395966063,0.5121847736563322
ram_energy_kwh,0.0012783497236313688,0.0013294593182148,0.000142588786389224,0.0007450645282774,0.0013879980899485
test_mae,0.1684212000333795,0.17423075079721875,0.026643256500783665,0.1331923814650213,0.2018385480343002
test_r2,-0.2516043850856316,-0.19879147407172681,0.20647347285095421,-0.771751907930496,0.0123931609250317
test_rmse,0.33711359135721763,0.34579662766625424,0.04767054306185521,0.2490743329895735,0.4077608746196423
test_samples,65087.09375,65135.0,272.83001435668797,64379.0,65527.0
total_seconds,133.2664224375,139.362298,16.170703800340362,72.392536,144.09398199999998
train_mae,0.09302370782477219,0.09300289917111325,0.0019789212473945057,0.0885337525791541,0.0981014373306517
train_r2,0.6580977269597971,0.6563478824220023,0.020998939609357493,0.6093329091502421,0.6938305074511558
train_rmse,0.19881668385796664,0.1989188261591022,0.008585303172108169,0.1782870308167566,0.2159598868485461
train_samples,229579.5,229088.0,39538.6626317795,163218.0,293561.0
train_seconds,74.99198871875,78.16244900000001,11.740315298474874,32.151732,82.173886
volatility@1,0.9270703808232571,0.9287153255769534,0.5025979786100114,0.0008683575737514,2.031673700059359
volatility@10,0.6163057746218431,0.626107565090763,0.0784601384372861,0.4250093852082742,0.7946313578969808
volatility@100,0.4520603005774839,0.4540992366204963,0.030847454169225918,0.3979446156763422,0.536280212843972
volatility@1000,0.22983263187239916,0.22606189645704888,0.020363235481986562,0.2017526723722723,0.2607777640238322
volatility@20,0.5891116135197546,0.5863911260943611,0.050113621005895316,0.4854671546415478,0.709552361490176
volatility@5,0.7101556463483734,0.7231700826678643,0.16145075009299406,0.4185536797518516,0.9508907965352072
volatility@50,0.5216803863568699,0.5219267433977655,0.04078126914695364,0.440684798764738,0.6197587962521955
