metric,mean,median,std,min,max
annualized_prof@1,0.1449308330591516,0.0260341895475282,0.3413950280071985,-0.1515799273573826,1.6344111833060238
annualized_prof@10,0.156805824051972,0.1595423008734861,0.16823082878008144,-0.1288499988837718,0.749272264158389
annualized_prof@100,0.2520365360669763,0.20133401451364757,0.25526944624764386,-0.1157303756198482,0.8725503531452935
annualized_prof@1000,0.24807745713816606,0.28785628013491715,0.2034814208758622,-0.106248941010648,0.5980293281629665
annualized_prof@20,0.1691467826747614,0.1658251995497676,0.15357298562661328,-0.1851633053444161,0.7327219444223896
annualized_prof@5,0.1736270837070384,0.1300499952537597,0.23092952652694937,-0.1563051616464683,1.0747486470125749
annualized_prof@50,0.17396249073515335,0.14982602196836198,0.16211516351978522,-0.1757614616808465,0.5352819105050923
monthly_prof@1,0.007829953743898829,0.00211180873889065,0.01596221203998098,-0.0134197763968157,0.0498809878117968
monthly_prof@10,0.008806319212460154,0.0101367325648126,0.009791884789147309,-0.0122805831970127,0.0254053738926195
monthly_prof@100,0.008258712961606327,0.01108493139743145,0.01407958859458149,-0.0182782437780905,0.0297864008836669
monthly_prof@1000,0.009495439588793194,0.011475784620970701,0.011780701377340795,-0.0142033434026618,0.0276526110553793
monthly_prof@20,0.00815699372235118,0.00987430284094585,0.009845835695356268,-0.0178241735764692,0.0274722541575518
monthly_prof@5,0.009546664672732437,0.009286597863501299,0.011245990868335144,-0.0143671968125068,0.036687055253313
monthly_prof@50,0.00699839084819135,0.0075722599151629,0.010729205308034943,-0.0191016760853339,0.0223199998109445
ndcg@1,0.0019237987987988,0.0,0.010882649410153327,0.0,0.0615615615615616
ndcg@10,0.007537179043970138,0.00046675840626665,0.013049746775410619,0.0,0.0629343994773312
ndcg@100,0.05353492127677494,0.06358243329270585,0.026547130919932535,0.0005612709355923,0.101269331922902
ndcg@1000,0.17432851115651032,0.17453255000210577,0.012637293568354736,0.1471938384494399,0.2103028364559934
ndcg@20,0.00822754518356021,0.0023709039161421497,0.01425399718166103,0.0,0.0731476430748401
ndcg@5,0.006166390232067062,3.065539194213592e-05,0.010947916651362155,0.0,0.0560301902552664
ndcg@50,0.011956111738066693,0.00679259894066555,0.016689326562699232,0.0,0.089608320969638
profitability@1,0.05615182879245645,0.012936126152949552,0.11786052301636983,-0.078695355215273,0.456406574710146
profitability@10,0.06339551008602458,0.06818729311738661,0.0661010565199474,-0.0692134195119528,0.2224434174661444
profitability@100,0.08095866894866063,0.079815872376532,0.09317845445808334,-0.0808059604551397,0.2553382991852951
profitability@1000,0.08166565351497898,0.09419175947150904,0.07964434423383267,-0.0686062600860314,0.2134065451190364
profitability@20,0.06432787378627308,0.0694011653659168,0.06183500214782584,-0.0999943307363732,0.2326910688886784
profitability@5,0.06864165393135097,0.0597308338104004,0.08090244931545064,-0.0827818657222857,0.2764574238784825
profitability@50,0.06093043376425878,0.059734174720145,0.06748858152441133,-0.1014618682452781,0.173079324081983
volatility@1,0.13536004244005173,0.09035801267594676,0.1062511335684974,0.0058050410307065,0.425979916717977
volatility@10,0.18988399594241037,0.16876294867099156,0.10122925910387312,0.0598339720431942,0.5640992479621052
volatility@100,0.2535406813971762,0.2366107402449747,0.09059769890820521,0.0801151290590475,0.4698629833368018
volatility@1000,0.22396337077548598,0.2208491223396473,0.020651205822832076,0.1958109856350014,0.2552816467270428
volatility@20,0.19838074268872696,0.1838832490787809,0.10094658570064116,0.05874391613729,0.557490733405057
volatility@5,0.21180008865239536,0.2012645699288113,0.11413206209309405,0.054428605335855,0.5742944772109541
volatility@50,0.22755346758332715,0.20471355328814725,0.0967905713390895,0.101205909654102,0.5332805942415244
