metric,mean,median,std,min,max
annualized_prof@1,0.038313304464559876,0.0,0.5221413861736272,-0.7919267551371414,1.66564053105985
annualized_prof@10,0.4673768236480327,0.2984209393615469,0.5931117256447923,-0.370943189384496,1.81105546635734
annualized_prof@100,0.28990549477809363,0.2310223059311066,0.39461506085562553,-0.2546523594013371,1.0135299164487808
annualized_prof@1000,0.15591749931355833,0.1502580214190855,0.2506161920668601,-0.1787319909891502,0.6650185418433289
annualized_prof@20,0.409337153018074,0.4596074188664482,0.38134925504029527,-0.2481756903676021,1.1527500990110058
annualized_prof@5,0.4870194731290762,0.0837570839291801,0.9724426482921927,-0.4456073646916172,4.114745913897545
annualized_prof@50,0.3931675107202882,0.3114241338871673,0.37642842798172843,-0.1362516014249323,1.1867422590747314
monthly_prof@1,-0.0072233488500006975,0.0,0.04612966529417851,-0.1211269342970532,0.0839204009173617
monthly_prof@10,0.005638895601674996,0.0052872557077197,0.03056040955831217,-0.0474155488817388,0.0634900567307311
monthly_prof@100,-0.003683482419951207,-0.0013201634371782,0.030507492587337984,-0.0550450276180437,0.0386084893871311
monthly_prof@1000,-0.0014655164400557035,0.0050707868226062,0.01737957805502509,-0.0294042073270854,0.0200961218921936
monthly_prof@20,0.003714152012652928,0.0078287621704857,0.025859835825229653,-0.0534421234980657,0.0449213771835827
monthly_prof@5,0.004482579033271852,-0.0001432099521506,0.0344484522312926,-0.0538660843413375,0.0738180165507787
monthly_prof@50,0.001702105605935228,-0.0085158167578667,0.028315937865501514,-0.0438910256956087,0.0440360581951322
ndcg@1,0.005402629631465925,0.0,0.01475833358497591,0.0,0.0571120689655172
ndcg@10,0.03413048219829428,0.0154679597087298,0.045835740834426694,0.0004588558112088,0.2046748656917787
ndcg@100,0.13928768915720832,0.1178991296991659,0.05982077899590448,0.0601157864608295,0.3030283032203894
ndcg@1000,0.21734177806376917,0.2019512848555937,0.03389609046668433,0.1736343732266112,0.3377262571672884
ndcg@20,0.04698887565682615,0.0252742209730116,0.052396642842103484,0.003587533731983,0.2223140042715672
ndcg@5,0.02019811091851824,0.004352165945556,0.03615960648242934,0.0,0.1526820479007043
ndcg@50,0.08717089416203515,0.060352876744027,0.06512609628830986,0.013664285577016,0.265958166056964
profitability@1,-0.012704438247672334,0.0,0.2578132488970476,-0.5449749257803096,0.6436798866175023
profitability@10,0.10679022498288884,0.062786582431591,0.20191907125476793,-0.2337614825012726,0.5468020646605108
profitability@100,0.04227018739439963,0.0261695767440897,0.17944474502916588,-0.224744439924517,0.3223396200754996
profitability@1000,0.020535553390340886,0.0473838386306767,0.10479862292990738,-0.1378942748567857,0.1582013217504
profitability@20,0.09065659196873084,0.0739441680717701,0.15575826637805898,-0.2099276978808306,0.3782730933911277
profitability@5,0.09994286439247281,0.0344497823288629,0.25991127017719545,-0.2714289770110361,0.6438984215285279
profitability@50,0.08154065304433156,0.0076345048830379,0.16725475313794716,-0.1427796523209828,0.3723104627742459
volatility@1,0.40098334670349134,0.2849626721130174,0.4128046208989289,0.0,1.437091608618848
volatility@10,0.6204931617552814,0.6145537112761179,0.11564924198199324,0.4401601972561748,0.9059425931320988
volatility@100,0.6111406607888907,0.557289998342977,0.09912296125620758,0.47407563568535,0.750800485461432
volatility@1000,0.3157359951868905,0.2945296791373299,0.07235106654015651,0.2157338359615687,0.411384681442738
volatility@20,0.6769086173569444,0.6515416560621543,0.09719950406224107,0.4993069382488547,0.8426266738336076
volatility@5,0.5211871345069881,0.4722896416426823,0.1763335818561237,0.2334418127281505,0.9117157949306082
volatility@50,0.6704428829531633,0.6887382440995796,0.09592495560356114,0.5274866135459695,0.8032292345978267
